wheelchair_accessible_entrance,wheelchair_accessible_parking,women_prayer_section,address,city,country_code,latitud,longituf,neighborhood,openinghours_0_day,openinghours_0_hours,openinghours_1_day,openinghours_1_hours,openinghours_2_day,openinghours_2_hours,openinghours_3_day,openinghours_3_hours,openinghours_4_day,openinghours_4_hours,openinghours_5_day,openingHours_5_hours,openinghours_6_day,openinghours_6_hours,phone,reviews_count,search_pageurl,,state,street,title,url_slug,image_name,total_score,url_google,website
TRUE,TRUE,FALSE,R782+P3Q - Dubai - United Arab Emirates,Dubai,AE,248.168.499,55.250.247,,,,,,,,,,,,,,,,,43,"https://www.google.com/maps/search/Mosqu/@24.82593884667096,55.22625165000002,14z?hl=en",,Dubai,R782+P3Q,Mosque in R782+P3Q,mosque-r782-p3q,mosque-in-r782-p3q.jpg,4.5,https://www.google.com/maps/search/?api=1&query=Mosque&query_place_id=ChIJST9e2kqcXz4Ri3ZA8_qkG4I,
FALSE,TRUE,FALSE,R6CV+3PC - Dubai - United Arab Emirates,Dubai,AE,248.201.951,552.442.762,,,,,,,,,,,,,,,,,5,"https://www.google.com/maps/search/Mosqu/@24.82593884667096,55.22625165000002,14z?hl=en",,Dubai,R6CV+3PC,Endurance City Masjid,endurance-city-masjid,endurance-city-masjid.jpg,5,https://www.google.com/maps/search/?api=1&query=Endurance%20City%20Masjid&query_place_id=ChIJEQynxsudXz4R9Le4a7hO0bE,
TRUE,TRUE,FALSE,7899+3CH - Deira - Dubai - United Arab Emirates,Dubai,AE,252.676.982,553.186.167,Deira,,,,,,,,,,,,,,,,400,"https://www.google.com/maps/search/Mosqu/@25.446258854993534,55.15801460628913,14z?hl=en",,Dubai,7899+3CH,The late Omar Ali Bin Haider mosque,late-omar-ali-bin-haider-mosque,omar-ali-bin-haider-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=The%20late%20Omar%20Ali%20Bin%20Haider%20mosque&query_place_id=ChIJkW2vSspcXz4RZ-ll1ysjdtw,
TRUE,TRUE,FALSE,R6FQ+J3C - Dubai - United Arab Emirates,Dubai,AE,24.824.071,552.376.542,,,,,,,,,,,,,,,,,1,"https://www.google.com/maps/search/Mosqu/@24.82593884667096,55.22625165000002,14z?hl=en",,Dubai,R6FQ+J3C,Mosque in R6FQ+J3C,mosque-r6fq-j3c,mosque-in-R6FQ-J3C.jpg,4,https://www.google.com/maps/search/?api=1&query=Mosque&query_place_id=ChIJ88mC-s-dXz4R3eJEhH1Sjm4,
TRUE,TRUE,FALSE,1 17A St - Deira - Dubai - United Arab Emirates,Dubai,AE,252.689.828,553.231.898,Deira,,,,,,,,,,,,,,,,6,"https://www.google.com/maps/search/Mosqu/@25.446258854993534,55.15801460628913,14z?hl=en",,Dubai,1 17A St,Mosque Reef Mall,mosque-reef-mall,mosque-reef-mall.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Mosque%20Reef%20Mall&query_place_id=ChIJB5w_xTldXz4Rr2erPescJMI,
TRUE,TRUE,FALSE,V5GG+5V7 - Dubai South - Dubai - United Arab Emirates,Dubai,AE,248.754.167,551.771.705,Dubai South,,,,,,,,,,,,,,,,17,"https://www.google.com/maps/search/Mosqu/@24.82593884667096,55.22625165000002,14z?hl=en",,Dubai,V5GG+5V7,Mosque in V5GG+5V7,mosque-v5gg-5v7,v5gg-5v7-mosque.jpg,5,https://www.google.com/maps/search/?api=1&query=Mosque&query_place_id=ChIJ1xtAsQZ1Xz4RND1cHWhu-Qc,
TRUE,TRUE,FALSE,54 3b St - Deira - Dubai - United Arab Emirates,Dubai,AE,252.792.234,553.465.823,Deira,,,,,,,,,,,,,,,,29,"https://www.google.com/maps/search/Mosqu/@25.446258854993534,55.15801460628913,14z?hl=en",,Dubai,54 3b St,Masjid Khalifa bin Sultan Mosque,masjid-khalifa-bin-sultan-mosque,masjid-khalifa-bin-sultan-mosque.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Masjid%20Khalifa%20bin%20Sultan%20Mosque%20%D9%85%D8%B3%D8%AC%D8%AF%20%D8%AE%D9%84%D9%8A%D9%81%D8%A9%20%D8%A8%D9%86%20%D8%B3%D9%84%D8%B7%D8%A7%D9%86&query_place_id=ChIJVVUVlpJcXz4RhQkOUzgeL1k,
TRUE,TRUE,FALSE,Dubai Investment Park - 2 - Dubai - United Arab Emirates,Dubai,AE,249.736.793,552.007.966,Dubai Investments Park,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,"9,72E+16",123,"https://www.google.com/maps/search/Mosqu/@24.82593884667096,55.22625165000002,14z?hl=en",,Dubai,Dubai Investment Park - 2,Al Salam Masjid,al-salam-masjid,al-salam-masjid.jpg,4.6,https://www.google.com/maps/search/?api=1&query=Al%20Salam%20Masjid&query_place_id=ChIJt1L9y0tyXz4Rb7fMvkIdoJw,
TRUE,TRUE,FALSE,784H+39W - Port Saeed - Dubai - United Arab Emirates,Dubai,AE,252.552.458,553.284.553,Port Saeed,,,,,,,,,,,,,,,971800600,350,"https://www.google.com/maps/search/Mosqu/@25.446258854993534,55.15801460628913,14z?hl=en",,Dubai,784H+39W,Khalifa Altajir Mosque,khalifa-altajir-mosque,khalifa-altajir-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Khalifa%20Altajir%20Mosque&query_place_id=ChIJwbw1BtlcXz4RDrtLZKeivxU,
TRUE,TRUE,FALSE,V573+5V - Dubai South - Dubai - United Arab Emirates,Dubai,AE,248.634.177,551.548.189,Dubai South,,,,,,,,,,,,,,,,10,"https://www.google.com/maps/search/Mosqu/@24.82593884667096,55.22625165000002,14z?hl=en",,Dubai,V573+5V,EFTA Mosque,efta-mosque,eifta-mosque.jpg,4.6,https://www.google.com/maps/search/?api=1&query=EFTA%20Mosque&query_place_id=ChIJtRs7CCl1Xz4RqSyvuY0Yofg,
TRUE,TRUE,FALSE,6747+C9X - Al Wasl - Dubai - United Arab Emirates,Dubai,AE,2.520.611,552.634.969,Al Wasl,Monday,5:30 AM to 9 PM,Tuesday,5:30 AM to 9 PM,Wednesday,5:30 AM to 9 PM,Thursday,5:30 AM to 9 PM,Friday,5:30 AM to 9 PM,Saturday,5:30 AM to 9 PM,Sunday,5:30 AM to 9 PM,,219,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,6747+C9X,City Walk Mosque,city-walk-mosque,city-walk-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=City%20Walk%20Mosque%20%7C%20%D9%85%D8%B3%D8%AC%D8%AF%20%D8%B3%D9%8A%D8%AA%D9%8A%20%D9%88%D9%88%D9%83&query_place_id=ChIJny3yi2RCXz4RxkXmZhyf6tk,
TRUE,TRUE,FALSE,R8XV+VHX - Dubai - United Arab Emirates,Dubai,AE,248.497.349,553.439.994,,Monday,4:21 AM to 10 PM,Tuesday,4:21 AM to 10 PM,Wednesday,4:21 AM to 10 PM,Thursday,4:21 AM to 10 PM,Friday,4:21 AM to 10 PM,Saturday,4:21 AM to 10 PM,Sunday,4:21 AM to 10 PM,,34,"https://www.google.com/maps/search/Mosqu/@24.82593884667096,55.22625165000002,14z?hl=en",,Dubai,R8XV+VHX,The Endurance Masjid,endurance-masjid,endurance-masjid.jpg,5,https://www.google.com/maps/search/?api=1&query=The%20Endurance%20Masjid&query_place_id=ChIJw9DWU-SCXz4Rhhxmy1YO28M,
TRUE,TRUE,FALSE,25 22b St - Jumeirah - Jumeirah 1 - Dubai - United Arab Emirates,Dubai,AE,252.284.785,552.650.281,Jumeirah - Jumeirah 1,,,,,,,,,,,,,,,,44,"https://www.google.com/maps/search/Mosqu/@25.446258854993534,55.15801460628913,14z?hl=en",,Dubai,25 22b St,Abu Bakr Al Siddiq Masjid,abu-bakr-al-siddiq-masjid,abu-bakr-al-siddiq-masjid.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Abu%20Bakr%20Al%20Siddiq%20Masjid&query_place_id=ChIJ90yTzlZCXz4Rzpsqi5ZAyfg,
TRUE,TRUE,FALSE,WXMC+5H7 - Dubai - United Arab Emirates,Dubai,AE,249.319.426,549.704.093,,,,,,,,,,,,,,,,,0,"https://www.google.com/maps/search/Mosqu/@24.950002848335476,54.953303475156446,14z?hl=en",,Dubai,WXMC+5H7,Imran Orange Masjid,imran-orange-masjid,imran-orange-masjid.jpg,,https://www.google.com/maps/search/?api=1&query=%D8%B9%D9%85%D8%B1%D8%A7%D9%86%20%D8%A3%D9%88%D8%B1%D8%A7%D9%86%D8%AC&query_place_id=ChIJ3_yy3lkPXz4Rw93AdeE1vkM,
TRUE,TRUE,FALSE,W294+VQG - Dubai - United Arab Emirates,Dubai,AE,249.196.846,550.069.487,,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,42,"https://www.google.com/maps/search/Mosqu/@24.950002848335476,54.953303475156446,14z?hl=en",,Dubai,W294+VQG,Prayer Room,prayer-room-mosque,prayer-room-masjid.jpg,4.6,https://www.google.com/maps/search/?api=1&query=Prayer%20Room&query_place_id=ChIJi9KYFFUOXz4RzW1wausXRK0,
TRUE,TRUE,FALSE,14 7 B St - Al Hudaiba - Dubai - United Arab Emirates,Dubai,AE,252.426.845,552.802.368,Al Hudaiba,,,,,,,,,,,,,,,,192,"https://www.google.com/maps/search/Mosqu/@25.446258854993534,55.15801460628913,14z?hl=en",,Dubai,14 7 B St,Mosque of Omar ibn al-Khattab,mosque-omar-ibn-al-khattab,mosque-of-omar-ibn-al-khattab.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Mosque%20of%20Omar%20ibn%20al-Khattab&query_place_id=ChIJ40UaPANDXz4RnQ6sNoVJGqg,
TRUE,TRUE,FALSE,57R9+67R - Business Bay - Dubai - United Arab Emirates,Dubai,AE,251.906.199,552.681.439,Business Bay,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,97146087777,234,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,57R9+67R,Sheikh Rashid Al Maktoum Mosque,sheikh-rashid-al-maktoum-mosque,sheikh-rashid-al-maktoum-mosque.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Sheikh%20Rashid%20Al%20Maktoum%20Mosque&query_place_id=ChIJF6ag3clpXz4RcuC9hNAM-S0,
TRUE,TRUE,FALSE,6 28A St - Jumeirah - Jumeirah 1 - Dubai - United Arab Emirates,Dubai,AE,252.235.072,552.633.102,Jumeirah - Jumeirah 1,,,,,,,,,,,,,,,,65,"https://www.google.com/maps/search/Mosqu/@25.384226854161277,55.089777562578234,14z?hl=en",,Dubai,6 28A St,Fatima Alsayd Mosque,fatima-alsayd-mosque,fatima-alsayd-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Fatima%20Alsayd%20Mosque%20%D9%85%D8%B3%D8%AC%D8%AF%20%D9%81%D8%A7%D8%B7%D9%85%D8%A9%20%D8%A7%D9%84%D8%B3%D9%8A%D8%AF&query_place_id=ChIJvVfqFFpCXz4RJVFtAXFlJZc,
TRUE,TRUE,FALSE,مسجد الملا - Dubai Marina - Dubai - United Arab Emirates,Dubai,AE,250.830.363,551.428.238,Dubai Marina,Monday,4 AM to 9:30 PM,Tuesday,4 AM to 9:30 PM,Wednesday,4 AM to 9:30 PM,Thursday,4 AM to 9:30 PM,Friday,4 AM to 9:30 PM,Saturday,4 AM to 9:30 PM,Sunday,4 AM to 9:30 PM,"9,72E+16",1254,"https://www.google.com/maps/search/Mosqu/@25.136098850832248,54.953303475156446,14z?hl=en",,Dubai,مسجد الملا,Mohammad Bin Ahmed Al Mulla mosque,mohammad-bin-ahmed-al-mulla-mosque,mohammad-bin-ahmed-al-mulla-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Mohammad%20Bin%20Ahmed%20Al%20Mulla%20mosque&query_place_id=ChIJqWzRGlRrXz4RPIRgV3J9AO4,http://www.islamicic.com/mosque
TRUE,TRUE,FALSE,19 Al Maktoum Hospital Rd - Deira - Dubai - United Arab Emirates,Dubai,AE,252.691.654,553.049.658,Deira,,,,,,,,,,,,,,,,154,"https://www.google.com/maps/search/Mosqu/@25.446258854993534,55.15801460628913,14z?hl=en",,Dubai,19 Al Maktoum Hospital Rd,Muhammad Bin Madiyyeh Mosque,muhammad-bin-madiyyeh-mosque,muhammad-bin-madiyyeh-mosque.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Muhammad%20Bin%20Madiyyeh%20Mosque&query_place_id=ChIJofQhX0hDXz4R1L0Y81YciBs,
TRUE,TRUE,FALSE,273X+H26 - Dubai - United Arab Emirates,Dubai,AE,250.039.031,552.975.198,,Monday,"5:15 to 7:50 AM, 12:10 to 1 PM, 3:20 to 4:10 PM, 6:10 to 8 PM",Tuesday,"5:15 to 7:50 AM, 12:10 to 1 PM, 3:20 to 4:10 PM, 6:10 to 8 PM",Wednesday,"5:15 to 7:50 AM, 12:10 to 1 PM, 3:20 to 4:10 PM, 6:10 to 8 PM",Thursday,"5:15 to 7:50 AM, 12:10 to 1 PM, 3:20 to 4:10 PM, 6:10 to 8 PM",Friday,"5:15 to 7:50 AM, 12:10 to 1:40 PM, 3:20 to 4:10 PM, 6:10 to 8 PM",Saturday,"5:15 to 7:50 AM, 12:10 to 1 PM, 3:20 to 4:10 PM, 6:10 to 8 PM",Sunday,"5:15 to 7:50 AM, 12:10 to 1 PM, 3:20 to 4:10 PM, 6:10 to 8 PM",,136,"https://www.google.com/maps/search/Mosqu/@24.82593884667096,55.22625165000002,14z?hl=en",,Dubai,273X+H26,Town Square Mosque,town-square-mosque,town-square-mosque.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Town%20Square%20Mosque&query_place_id=ChIJ1boMWCBxXz4RGvRTdnrf_G4,https://nshama.ae/
TRUE,TRUE,FALSE,"Al Satwa Road, Al Satwa - Dubai - United Arab Emirates",Dubai,AE,252.321.245,552.770.468,,Monday,5:06 AM to 11:02 PM,Tuesday,5:06 AM to 11:02 PM,Wednesday,5:06 AM to 11:02 PM,Thursday,5:06 AM to 11:02 PM,Friday,5:06 AM to 11:02 PM,Saturday,5:06 AM to 11:02 PM,Sunday,5:06 AM to 11:02 PM,97146087777,1834,"https://www.google.com/maps/search/Mosqu/@25.32219485332902,55.15801460628913,14z?hl=en",,Dubai,"Al Satwa Road, Al Satwa",Al Satwa Big Mosque,al-satwa-big-mosque,al-satwa-big-mosque.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Al%20Satwa%20Big%20Mosque&query_place_id=ChIJTyYnvvtCXz4RGdjpMJZQ2bk,https://www.iacad.gov.ae/
TRUE,TRUE,FALSE,W265+XVX - Dubai - United Arab Emirates,Dubai,AE,249.124.998,550.097.331,,,,,,,,,,,,,,,,,55,"https://www.google.com/maps/search/Mosqu/@24.950002848335476,54.953303475156446,14z?hl=en",,Dubai,W265+XVX,Mosque in W265+XVX,mosque-w265-xvx,mosque-in-w265-xvx.jpg,4.6,https://www.google.com/maps/search/?api=1&query=Mosque&query_place_id=ChIJc1ySyDMPXz4R9GbYOuGySqQ,
TRUE,TRUE,FALSE,12- - 14 6A St - Dubai - United Arab Emirates,Dubai,AE,252.036.446,552.527.798,Al Wasl,,,,,,,,,,,,,,,"9,72E+16",66,"https://www.google.com/maps/search/Mosqu/@25.384226854161277,55.089777562578234,14z?hl=en",,Dubai,12- - 14 6A St,Masjid Al Noor,masjid-al-noor-mosque,masjid-al-noor.jpg,4.7,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B3%D8%AC%D8%AF%20%D8%A7%D9%84%D9%86%D9%88%D8%B1%20Masjid%20Al%20Noor&query_place_id=ChIJtYSI0W1CXz4RrLxbKnmW4wA,
TRUE,TRUE,FALSE,35WG+XFV - Barsha Heights - Dubai - United Arab Emirates,Dubai,AE,250.974.809,551.761.866,Barsha Heights,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,699,"https://www.google.com/maps/search/Mosqu/@25.136098850832248,54.953303475156446,14z?hl=en",,Dubai,35WG+XFV,Hamel Al Ghaith Mosque,hamel-al-ghaith-mosque,hamel-al-ghaith-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Hamel%20Al%20Ghaith%20Mosque&query_place_id=ChIJAaac-HlrXz4RXhLPlOpu5Kc,
TRUE,TRUE,FALSE,57V6+G3R - Al Wasl - Dubai - United Arab Emirates,Dubai,AE,251.938.685,552.601.341,Al Wasl,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,120,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,57V6+G3R,Khalifa Bin Da'en Mosque,khalifa-bin-daen-mosque,khalifa-bin-daen-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Khalifa%20Bin%20Da'en%20Mosque&query_place_id=ChIJVc31FnhCXz4Rrvw6894OnYE,
TRUE,TRUE,FALSE,39 2B St - Al Wasl - Dubai - United Arab Emirates,Dubai,AE,251.995.568,552.501.134,Al Wasl,,,,,,,,,,,,,,,,18,"https://www.google.com/maps/search/Mosqu/@25.446258854993534,55.15801460628913,14z?hl=en",,Dubai,39 2B St,Wasl Road 2 Mosque,wasl-road-2-mosque,wasl-road-2-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Wasl%20Road%202%20Mosque&query_place_id=ChIJTX7Tj3JCXz4R14fE56Y6j7I,
TRUE,TRUE,FALSE,X5PW+5C9 - near Fida Al Madina - Dubai Investments Park - Dubai - United Arab Emirates,Dubai,AE,249.854.198,551.961.239,Dubai Investments Park,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,79,"https://www.google.com/maps/search/Mosqu/@24.82593884667096,55.22625165000002,14z?hl=en",,Dubai,X5PW+5C9 - near Fida Al Madina,Masjid Abdul Razak Allana Mosque,masjid-abdul-razak-allana-mosque,masjid-abdul-razak-allana-mosque.jpg,4.6,https://www.google.com/maps/search/?api=1&query=Masjid%20Abdul%20Razak%20Allana%20Mosque&query_place_id=ChIJFSJy0ClzXz4RtKzvpClkmRk,
TRUE,TRUE,FALSE,57VJ+8VM - Dubai Fountain St - Downtown Dubai - Dubai - United Arab Emirates,Dubai,AE,251.931.552,552.820.267,Downtown Dubai,Monday,3:30 AM to 10 PM,Tuesday,3:30 AM to 10 PM,Wednesday,3:30 AM to 10 PM,Thursday,3:30 AM to 10 PM,Friday,3:30 AM to 10 PM,Saturday,3:30 AM to 10 PM,Sunday,3:30 AM to 10 PM,971800600,72,"https://www.google.com/maps/search/Mosqu/@25.32219485332902,55.15801460628913,14z?hl=en",,Dubai,57VJ+8VM - Dubai Fountain St,Sheikha Abdullah Salem Mosque,sheikha-abdullah-salem-mosque,sheikha-abdullah-salem-mosque.jpg,5,https://www.google.com/maps/search/?api=1&query=Sheikha%20Abdullah%20Salem%20Mosque&query_place_id=ChIJQaqPsF5pXz4Rlp8XDX9fCIc,http://www.iacad.gov.ae/
TRUE,TRUE,FALSE,W295+6GC - Unnamed Road - Dubai - United Arab Emirates,Dubai,AE,249.180.625,550.087.582,,,,,,,,,,,,,,,,,17,"https://www.google.com/maps/search/Mosqu/@24.950002848335476,54.953303475156446,14z?hl=en",,Dubai,W295+6GC - Unnamed Road,Riverland Mosque,riverland-mosque,riverland-mosque.jpg,4.6,https://www.google.com/maps/search/?api=1&query=Riverland%20Mosque&query_place_id=ChIJEQTQUTAPXz4RjXEiJxCTN_Y,
TRUE,TRUE,FALSE,11 6b St - Jumeirah - Jumeirah 2 - Dubai - United Arab Emirates,Dubai,AE,252.077.198,552.442.249,Jumeirah - Jumeirah 2,,,,,,,,,,,,,,,,101,"https://www.google.com/maps/search/Mosqu/@25.384226854161277,55.089777562578234,14z?hl=en",,Dubai,11 6b St,Masjid Rashid Al Hadeeth,masjid-rashid-al-hadeeth,masjid-rashid-al-hadeeth.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Masjid%20Rashid%20Al%20Hadeeth&query_place_id=ChIJP_F6vhVCXz4RGdc2gS53qu4,
TRUE,TRUE,FALSE,56QQ+FW2 - Jumeirah - Jumeirah 3 - Dubai - United Arab Emirates,Dubai,AE,251.886.268,552.397.654,Jumeirah - Jumeirah 3,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,"9,72E+16",42,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,56QQ+FW2,Al Safa Mosque,al-safa-mosque,al-safa-mosque.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Al%20Safa%20Mosque&query_place_id=ChIJsx8wwhxDXz4R5JVO_BNGkmw,
TRUE,TRUE,FALSE,23 23b St - Za'abeel - Za'abeel 1 - Dubai - United Arab Emirates,Dubai,AE,252.216.527,553.078.592,Za'abeel - Za'abeel 1,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,55,"https://www.google.com/maps/search/Mosqu/@25.32219485332902,55.15801460628913,14z?hl=en",,Dubai,23 23b St,Za'abeel 1 Mosque,zaabeel-1-mosque,zaabeel-1-mosque.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Za'abeel%201%20Mosque&query_place_id=ChIJtWgKurZCXz4R86IzTxDJwQQ,
TRUE,TRUE,FALSE,34GM+FG7 - Beach Walk - Dubai - United Arab Emirates,Dubai,AE,250.761.632,55.133.785,Jumeirah Beach Residence,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,47,"https://www.google.com/maps/search/Mosqu/@25.136098850832248,54.953303475156446,14z?hl=en",,Dubai,34GM+FG7 - Beach Walk,JBR Mosque (Level 1) (Friday Prayer),jbr-mosque-level-1-friday-prayer,jbr-mosque-level-1-friday-prayer.jpg,4.7,https://www.google.com/maps/search/?api=1&query=JBR%20Mosque%20(Level%201)%20(Friday%20Prayer)&query_place_id=ChIJzUsdilUTXz4RmnOCyTfcyrg,
TRUE,TRUE,FALSE,R3XC+892 - Dubai Industrial City - Dubai Industrial Park - Dubai - United Arab Emirates,Dubai,AE,248.482.545,550.708.969,Dubai Industrial City - Dubai Industrial Park,,,,,,,,,,,,,,,,49,"https://www.google.com/maps/search/Mosqu/@24.82593884667096,55.22625165000002,14z?hl=en",,Dubai,R3XC+892,"Mosque,Phase II",mosque-phase-ii,mosque-phase-ii.jpg,4.4,https://www.google.com/maps/search/?api=1&query=Mosque%2CPhase%20II&query_place_id=ChIJBzGP8DUKXz4RbmmZzSXTA2c,
TRUE,TRUE,FALSE,"Gate Avenue (new extension) Zone D, 1st Floor, next to the food hall - Trade CentreDIFC - Dubai - United Arab Emirates",Dubai,AE,252.084.412,552.777.506,Trade Centre - DIFC,,,,,,,,,,,,,,,97143622222,145,"https://www.google.com/maps/search/Mosqu/@25.446258854993534,55.15801460628913,14z?hl=en",,Dubai,"Gate Avenue (new extension) Zone D, 1st Floor, next to the food hall - Trade CentreDIFC",DIFC Grand Mosque,difc-grand-mosque,dubai-international-financial-centre-grand-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=DIFC%20Grand%20Mosque&query_place_id=ChIJ8Sx3rbRDXz4RTvhzs2lNI9A,
TRUE,TRUE,FALSE,68V5+J3Q - Al Karama - Dubai - United Arab Emirates,Dubai,AE,252.440.982,553.077.477,Al Karama,,,,,,,,,,,,,,,,83,"https://www.google.com/maps/search/Mosqu/@25.384226854161277,55.089777562578234,14z?hl=en",,Dubai,68V5+J3Q,Abdullah Al Zahri masjid -24,abdullah-al-zahri-masjid-24,abdullah-al-zahri-masjid-24.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Abdullah%20Al%20Zahri%20masjid%20-24&query_place_id=ChIJWyeHidZCXz4RAlzRzhXiu7c,
TRUE,TRUE,FALSE,W2C4+R3W - Dubai - United Arab Emirates,Dubai,AE,249.227.241,550.047.033,,,,,,,,,,,,,,,,,3,"https://www.google.com/maps/search/Mosqu/@24.950002848335476,54.953303475156446,14z?hl=en",,Dubai,W2C4+R3W,Motiongate mosque,motiongate-mosque,motiongate-mosque.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Motiongate%20mosque&query_place_id=ChIJlwvweq0PXz4RjFJ7DJPcxc8,
TRUE,TRUE,FALSE,119 6D St - Al Safa - Al Safa 1 - Dubai - United Arab Emirates,Dubai,AE,251.715.754,552.329.235,Al Safa - Al Safa 1,,,,,,,,,,,,,,,97143944448,3110,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,119 6D St,Al Farooq Omar Bin Al Khattab Mosque,al-farooq-omar-bin-al-khattab-mosque,al-farooq-omar-bin-al-khattab-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Al%20Farooq%20Omar%20Bin%20Al%20Khattab%20Mosque&query_place_id=ChIJ2X21FvFpXz4RtsrnbiiFKnw,https://www.alfarooqcentre.com/
TRUE,TRUE,FALSE,24RR+984 - Jebel Ali Village - Discovery Gardens - Dubai - United Arab Emirates,Dubai,AE,250.408.899,551.408.378,Jebel Ali Village - Discovery Gardens,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,225,"https://www.google.com/maps/search/Mosqu/@25.136098850832248,54.953303475156446,14z?hl=en",,Dubai,24RR+984,Nakheel Mosque,nakheel-mosque,nakheel-mosque.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Nakheel%20Mosque&query_place_id=ChIJc7WOZtRsXz4R9NSL37FRHJI,
TRUE,TRUE,FALSE,V926+XM - Dubai - United Arab Emirates,Dubai,AE,248.524.118,553.616.527,,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,5,"https://www.google.com/maps/search/Mosqu/@24.82593884667096,55.22625165000002,14z?hl=en",,Dubai,V926+XM,"Mosque, Masjid",/mosque-masjid,masjid-wahid.jpg,4.6,https://www.google.com/maps/search/?api=1&query=Mosque%2C%20Masjid&query_place_id=ChIJC2umREKDXz4Rr_0TN9w4hmU,
,FALSE,FALSE,,Dubai,,,,,,,,,,,,,,,,,,,,,,,,,,mosque-alharam-makkah,,,,
TRUE,TRUE,FALSE,9 13A St - Al Jaffiliya - Dubai - United Arab Emirates,Dubai,AE,252.423.699,552.847.641,Al Jaffiliya,,,,,,,,,,,,,,,,65,"https://www.google.com/maps/search/Mosqu/@25.384226854161277,55.089777562578234,14z?hl=en",,Dubai,9 13A St,Al-Jafiliya Mosque,al-jafiliya-mosque,al-jafiliya-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Al-Jafiliya%20Mosque&query_place_id=ChIJYyQOux1DXz4R4TXe0KIqr80,
